,Date,Volatility,PeriodStart,PeriodEnd,DataPointsUsed,DatesUsed
3058,2002-02-14,0.012049589075535525,2002-02-14,2002-02-20,4,"2002-02-14,2002-02-15,2002-02-19,2002-02-20"
3059,2002-02-15,0.012714014886896446,2002-02-15,2002-02-21,4,"2002-02-15,2002-02-19,2002-02-20,2002-02-21"
3060,2002-02-19,0.014204495127219838,2002-02-19,2002-02-22,4,"2002-02-19,2002-02-20,2002-02-21,2002-02-22"
3061,2002-02-20,0.01291794689908295,2002-02-20,2002-02-25,4,"2002-02-20,2002-02-21,2002-02-22,2002-02-25"
3062,2002-02-21,0.0122779750949907,2002-02-21,2002-02-26,4,"2002-02-21,2002-02-22,2002-02-25,2002-02-26"
3063,2002-02-22,0.007312358814916293,2002-02-22,2002-02-27,4,"2002-02-22,2002-02-25,2002-02-26,2002-02-27"
3064,2002-02-25,0.008231553962974113,2002-02-25,2002-02-28,4,"2002-02-25,2002-02-26,2002-02-27,2002-02-28"
3065,2002-02-26,0.01022989789110223,2002-02-26,2002-03-01,4,"2002-02-26,2002-02-27,2002-02-28,2002-03-01"
3066,2002-02-27,0.011244560505176991,2002-02-27,2002-03-04,4,"2002-02-27,2002-02-28,2002-03-01,2002-03-04"
3067,2002-02-28,0.013029675679272696,2002-02-28,2002-03-05,4,"2002-02-28,2002-03-01,2002-03-04,2002-03-05"
3068,2002-03-01,0.011437192911431922,2002-03-01,2002-03-06,4,"2002-03-01,2002-03-04,2002-03-05,2002-03-06"
3069,2002-03-04,0.011455411016609728,2002-03-04,2002-03-07,4,"2002-03-04,2002-03-05,2002-03-06,2002-03-07"
3070,2002-03-05,0.00849114222891888,2002-03-05,2002-03-08,4,"2002-03-05,2002-03-06,2002-03-07,2002-03-08"
3071,2002-03-06,0.0067787541125752335,2002-03-06,2002-03-11,4,"2002-03-06,2002-03-07,2002-03-08,2002-03-11"
3072,2002-03-07,0.004174609278078166,2002-03-07,2002-03-12,4,"2002-03-07,2002-03-08,2002-03-11,2002-03-12"
3073,2002-03-08,0.006042257963911676,2002-03-08,2002-03-13,4,"2002-03-08,2002-03-11,2002-03-12,2002-03-13"
3074,2002-03-11,0.0047802249253084544,2002-03-11,2002-03-14,4,"2002-03-11,2002-03-12,2002-03-13,2002-03-14"
3075,2002-03-12,0.007616268858085175,2002-03-12,2002-03-15,4,"2002-03-12,2002-03-13,2002-03-14,2002-03-15"
3076,2002-03-13,0.007545648479909948,2002-03-13,2002-03-18,4,"2002-03-13,2002-03-14,2002-03-15,2002-03-18"
3077,2002-03-14,0.004950369435719275,2002-03-14,2002-03-19,4,"2002-03-14,2002-03-15,2002-03-18,2002-03-19"
3078,2002-03-15,0.009929607409120507,2002-03-15,2002-03-20,4,"2002-03-15,2002-03-18,2002-03-19,2002-03-20"
3079,2002-03-18,0.007725533443389568,2002-03-18,2002-03-21,4,"2002-03-18,2002-03-19,2002-03-20,2002-03-21"
3080,2002-03-19,0.0076337069366969965,2002-03-19,2002-03-22,4,"2002-03-19,2002-03-20,2002-03-21,2002-03-22"
3081,2002-03-20,0.007222923419339131,2002-03-20,2002-03-25,4,"2002-03-20,2002-03-21,2002-03-22,2002-03-25"
3082,2002-03-21,0.007679167139259801,2002-03-21,2002-03-26,4,"2002-03-21,2002-03-22,2002-03-25,2002-03-26"
3083,2002-03-22,0.008376417259323327,2002-03-22,2002-03-27,4,"2002-03-22,2002-03-25,2002-03-26,2002-03-27"
3084,2002-03-25,0.008415168670272602,2002-03-25,2002-03-28,4,"2002-03-25,2002-03-26,2002-03-27,2002-03-28"
3085,2002-03-26,0.002632308417029231,2002-03-26,2002-04-01,4,"2002-03-26,2002-03-27,2002-03-28,2002-04-01"
3086,2002-03-27,0.005182027569418376,2002-03-27,2002-04-02,4,"2002-03-27,2002-03-28,2002-04-01,2002-04-02"
3087,2002-03-28,0.005209799430847014,2002-03-28,2002-04-03,4,"2002-03-28,2002-04-01,2002-04-02,2002-04-03"
3088,2002-04-01,0.004716133439213209,2002-04-01,2002-04-04,4,"2002-04-01,2002-04-02,2002-04-03,2002-04-04"
3089,2002-04-02,0.004314690963684644,2002-04-02,2002-04-05,4,"2002-04-02,2002-04-03,2002-04-04,2002-04-05"
3090,2002-04-03,0.004759699724482613,2002-04-03,2002-04-08,4,"2002-04-03,2002-04-04,2002-04-05,2002-04-08"
3091,2002-04-04,0.003503436299697341,2002-04-04,2002-04-09,4,"2002-04-04,2002-04-05,2002-04-08,2002-04-09"
3092,2002-04-05,0.006795722111733941,2002-04-05,2002-04-10,4,"2002-04-05,2002-04-08,2002-04-09,2002-04-10"
3093,2002-04-08,0.01293428792904627,2002-04-08,2002-04-11,4,"2002-04-08,2002-04-09,2002-04-10,2002-04-11"
3094,2002-04-09,0.013598193406311994,2002-04-09,2002-04-12,4,"2002-04-09,2002-04-10,2002-04-11,2002-04-12"
3095,2002-04-10,0.013667120712914217,2002-04-10,2002-04-15,4,"2002-04-10,2002-04-11,2002-04-12,2002-04-15"
3096,2002-04-11,0.017401019734605606,2002-04-11,2002-04-16,4,"2002-04-11,2002-04-12,2002-04-15,2002-04-16"
3097,2002-04-12,0.011731693419348039,2002-04-12,2002-04-17,4,"2002-04-12,2002-04-15,2002-04-16,2002-04-17"
3098,2002-04-15,0.011984167642898355,2002-04-15,2002-04-18,4,"2002-04-15,2002-04-16,2002-04-17,2002-04-18"
3099,2002-04-16,0.01059575823534385,2002-04-16,2002-04-19,4,"2002-04-16,2002-04-17,2002-04-18,2002-04-19"
3100,2002-04-17,0.006340700629608641,2002-04-17,2002-04-22,4,"2002-04-17,2002-04-18,2002-04-19,2002-04-22"
3101,2002-04-18,0.006180709696442019,2002-04-18,2002-04-23,4,"2002-04-18,2002-04-19,2002-04-22,2002-04-23"
3102,2002-04-19,0.0056898236970279875,2002-04-19,2002-04-24,4,"2002-04-19,2002-04-22,2002-04-23,2002-04-24"
3103,2002-04-22,0.0050048255068965855,2002-04-22,2002-04-25,4,"2002-04-22,2002-04-23,2002-04-24,2002-04-25"
3104,2002-04-23,0.004416778908829146,2002-04-23,2002-04-26,4,"2002-04-23,2002-04-24,2002-04-25,2002-04-26"
3105,2002-04-24,0.004522515511754691,2002-04-24,2002-04-29,4,"2002-04-24,2002-04-25,2002-04-26,2002-04-29"
3106,2002-04-25,0.009470779675658673,2002-04-25,2002-04-30,4,"2002-04-25,2002-04-26,2002-04-29,2002-04-30"
3107,2002-04-26,0.011005875814631187,2002-04-26,2002-05-01,4,"2002-04-26,2002-04-29,2002-04-30,2002-05-01"
3108,2002-04-29,0.008430667441063744,2002-04-29,2002-05-02,4,"2002-04-29,2002-04-30,2002-05-01,2002-05-02"
3109,2002-04-30,0.008488975450181178,2002-04-30,2002-05-03,4,"2002-04-30,2002-05-01,2002-05-02,2002-05-03"
3110,2002-05-01,0.010421130316047763,2002-05-01,2002-05-06,4,"2002-05-01,2002-05-02,2002-05-03,2002-05-06"
3111,2002-05-02,0.0070031056739454645,2002-05-02,2002-05-07,4,"2002-05-02,2002-05-03,2002-05-06,2002-05-07"
3112,2002-05-03,0.021731650793365163,2002-05-03,2002-05-08,4,"2002-05-03,2002-05-06,2002-05-07,2002-05-08"
3113,2002-05-06,0.022367609763787964,2002-05-06,2002-05-09,4,"2002-05-06,2002-05-07,2002-05-08,2002-05-09"
3114,2002-05-07,0.021833832987260795,2002-05-07,2002-05-10,4,"2002-05-07,2002-05-08,2002-05-09,2002-05-10"
3115,2002-05-08,0.02286717632423937,2002-05-08,2002-05-13,4,"2002-05-08,2002-05-09,2002-05-10,2002-05-13"
3116,2002-05-09,0.01780009478867114,2002-05-09,2002-05-14,4,"2002-05-09,2002-05-10,2002-05-13,2002-05-14"
3117,2002-05-10,0.016053898613693274,2002-05-10,2002-05-15,4,"2002-05-10,2002-05-13,2002-05-14,2002-05-15"
3118,2002-05-13,0.010656327473951966,2002-05-13,2002-05-16,4,"2002-05-13,2002-05-14,2002-05-15,2002-05-16"
3119,2002-05-14,0.00948921719552774,2002-05-14,2002-05-17,4,"2002-05-14,2002-05-15,2002-05-16,2002-05-17"
3120,2002-05-15,0.008718364532184239,2002-05-15,2002-05-20,4,"2002-05-15,2002-05-16,2002-05-17,2002-05-20"
3121,2002-05-16,0.009656024683198972,2002-05-16,2002-05-21,4,"2002-05-16,2002-05-17,2002-05-20,2002-05-21"
3122,2002-05-17,0.009455108836496976,2002-05-17,2002-05-22,4,"2002-05-17,2002-05-20,2002-05-21,2002-05-22"
3123,2002-05-20,0.010196006023286948,2002-05-20,2002-05-23,4,"2002-05-20,2002-05-21,2002-05-22,2002-05-23"
3124,2002-05-21,0.009873284038532004,2002-05-21,2002-05-24,4,"2002-05-21,2002-05-22,2002-05-23,2002-05-24"
3125,2002-05-22,0.00934870706647904,2002-05-22,2002-05-28,4,"2002-05-22,2002-05-23,2002-05-24,2002-05-28"
3126,2002-05-23,0.008557692334464543,2002-05-23,2002-05-29,4,"2002-05-23,2002-05-24,2002-05-28,2002-05-29"
3127,2002-05-24,0.0033660877424924653,2002-05-24,2002-05-30,4,"2002-05-24,2002-05-28,2002-05-29,2002-05-30"
3128,2002-05-28,0.004121522497602572,2002-05-28,2002-05-31,4,"2002-05-28,2002-05-29,2002-05-30,2002-05-31"
3129,2002-05-29,0.010225085933067389,2002-05-29,2002-06-03,4,"2002-05-29,2002-05-30,2002-05-31,2002-06-03"
3130,2002-05-30,0.010822757774047679,2002-05-30,2002-06-04,4,"2002-05-30,2002-05-31,2002-06-03,2002-06-04"
3131,2002-05-31,0.01276976191333343,2002-05-31,2002-06-05,4,"2002-05-31,2002-06-03,2002-06-04,2002-06-05"
3132,2002-06-03,0.013830383275668793,2002-06-03,2002-06-06,4,"2002-06-03,2002-06-04,2002-06-05,2002-06-06"
3133,2002-06-04,0.010398071369085167,2002-06-04,2002-06-07,4,"2002-06-04,2002-06-05,2002-06-06,2002-06-07"
3134,2002-06-05,0.01071500547455582,2002-06-05,2002-06-10,4,"2002-06-05,2002-06-06,2002-06-07,2002-06-10"
3135,2002-06-06,0.009693525921176427,2002-06-06,2002-06-11,4,"2002-06-06,2002-06-07,2002-06-10,2002-06-11"
3136,2002-06-07,0.008941359136180679,2002-06-07,2002-06-12,4,"2002-06-07,2002-06-10,2002-06-11,2002-06-12"
3137,2002-06-10,0.00963101590879931,2002-06-10,2002-06-13,4,"2002-06-10,2002-06-11,2002-06-12,2002-06-13"
3138,2002-06-11,0.008847063558137034,2002-06-11,2002-06-14,4,"2002-06-11,2002-06-12,2002-06-13,2002-06-14"
3139,2002-06-12,0.014625285133232826,2002-06-12,2002-06-17,4,"2002-06-12,2002-06-13,2002-06-14,2002-06-17"
3140,2002-06-13,0.014731298610606458,2002-06-13,2002-06-18,4,"2002-06-13,2002-06-14,2002-06-17,2002-06-18"
3141,2002-06-14,0.01638115565338425,2002-06-14,2002-06-19,4,"2002-06-14,2002-06-17,2002-06-18,2002-06-19"
3142,2002-06-17,0.017873772626943053,2002-06-17,2002-06-20,4,"2002-06-17,2002-06-18,2002-06-19,2002-06-20"
3143,2002-06-18,0.007322373347058716,2002-06-18,2002-06-21,4,"2002-06-18,2002-06-19,2002-06-20,2002-06-21"
3144,2002-06-19,0.008466157749030466,2002-06-19,2002-06-24,4,"2002-06-19,2002-06-20,2002-06-21,2002-06-24"
3145,2002-06-20,0.008494240837231114,2002-06-20,2002-06-25,4,"2002-06-20,2002-06-21,2002-06-24,2002-06-25"
3146,2002-06-21,0.00895411555737025,2002-06-21,2002-06-26,4,"2002-06-21,2002-06-24,2002-06-25,2002-06-26"
3147,2002-06-24,0.012321222590934664,2002-06-24,2002-06-27,4,"2002-06-24,2002-06-25,2002-06-26,2002-06-27"
3148,2002-06-25,0.012185412463930716,2002-06-25,2002-06-28,4,"2002-06-25,2002-06-26,2002-06-27,2002-06-28"
3149,2002-06-26,0.013791141103377993,2002-06-26,2002-07-01,4,"2002-06-26,2002-06-27,2002-06-28,2002-07-01"
3150,2002-06-27,0.016203910368732168,2002-06-27,2002-07-02,4,"2002-06-27,2002-06-28,2002-07-01,2002-07-02"
3151,2002-06-28,0.01225836996842285,2002-06-28,2002-07-03,4,"2002-06-28,2002-07-01,2002-07-02,2002-07-03"
3152,2002-07-01,0.023956945770349083,2002-07-01,2002-07-05,4,"2002-07-01,2002-07-02,2002-07-03,2002-07-05"
3153,2002-07-02,0.02215855951510682,2002-07-02,2002-07-08,4,"2002-07-02,2002-07-03,2002-07-05,2002-07-08"
3154,2002-07-03,0.023119999121323027,2002-07-03,2002-07-09,4,"2002-07-03,2002-07-05,2002-07-08,2002-07-09"
3155,2002-07-05,0.027252008033005117,2002-07-05,2002-07-10,4,"2002-07-05,2002-07-08,2002-07-09,2002-07-10"
3156,2002-07-08,0.01553376360775857,2002-07-08,2002-07-11,4,"2002-07-08,2002-07-09,2002-07-10,2002-07-11"
3157,2002-07-09,0.016061033560560774,2002-07-09,2002-07-12,4,"2002-07-09,2002-07-10,2002-07-11,2002-07-12"
3158,2002-07-10,0.015240853348296156,2002-07-10,2002-07-15,4,"2002-07-10,2002-07-11,2002-07-12,2002-07-15"
3159,2002-07-11,0.009245620128298918,2002-07-11,2002-07-16,4,"2002-07-11,2002-07-12,2002-07-15,2002-07-16"
3160,2002-07-12,0.008582981291912784,2002-07-12,2002-07-17,4,"2002-07-12,2002-07-15,2002-07-16,2002-07-17"
3161,2002-07-15,0.012438526999758916,2002-07-15,2002-07-18,4,"2002-07-15,2002-07-16,2002-07-17,2002-07-18"
3162,2002-07-16,0.016052064491745077,2002-07-16,2002-07-19,4,"2002-07-16,2002-07-17,2002-07-18,2002-07-19"
3163,2002-07-17,0.017029491856969885,2002-07-17,2002-07-22,4,"2002-07-17,2002-07-18,2002-07-19,2002-07-22"
3164,2002-07-18,0.004868353786142036,2002-07-18,2002-07-23,4,"2002-07-18,2002-07-19,2002-07-22,2002-07-23"
3165,2002-07-19,0.03921034584811981,2002-07-19,2002-07-24,4,"2002-07-19,2002-07-22,2002-07-23,2002-07-24"
3166,2002-07-22,0.035753577979460736,2002-07-22,2002-07-25,4,"2002-07-22,2002-07-23,2002-07-24,2002-07-25"
3167,2002-07-23,0.031223556674023868,2002-07-23,2002-07-26,4,"2002-07-23,2002-07-24,2002-07-25,2002-07-26"
3168,2002-07-24,0.026291004190987833,2002-07-24,2002-07-29,4,"2002-07-24,2002-07-25,2002-07-26,2002-07-29"
3169,2002-07-25,0.02262968107868957,2002-07-25,2002-07-30,4,"2002-07-25,2002-07-26,2002-07-29,2002-07-30"
3170,2002-07-26,0.019474724081134463,2002-07-26,2002-07-31,4,"2002-07-26,2002-07-29,2002-07-30,2002-07-31"
3171,2002-07-29,0.02975545214056974,2002-07-29,2002-08-01,4,"2002-07-29,2002-07-30,2002-07-31,2002-08-01"
3172,2002-07-30,0.01688870592246895,2002-07-30,2002-08-02,4,"2002-07-30,2002-07-31,2002-08-01,2002-08-02"
3173,2002-07-31,0.017240660805314355,2002-07-31,2002-08-05,4,"2002-07-31,2002-08-01,2002-08-02,2002-08-05"
3174,2002-08-01,0.02579014674942525,2002-08-01,2002-08-06,4,"2002-08-01,2002-08-02,2002-08-05,2002-08-06"
3175,2002-08-02,0.027287969944991164,2002-08-02,2002-08-07,4,"2002-08-02,2002-08-05,2002-08-06,2002-08-07"
3176,2002-08-05,0.027193494891836232,2002-08-05,2002-08-08,4,"2002-08-05,2002-08-06,2002-08-07,2002-08-08"
3177,2002-08-06,0.008573027182566079,2002-08-06,2002-08-09,4,"2002-08-06,2002-08-07,2002-08-08,2002-08-09"
3178,2002-08-07,0.01385216014220926,2002-08-07,2002-08-12,4,"2002-08-07,2002-08-08,2002-08-09,2002-08-12"
3179,2002-08-08,0.020127148015858385,2002-08-08,2002-08-13,4,"2002-08-08,2002-08-09,2002-08-12,2002-08-13"
3180,2002-08-09,0.022796223065477322,2002-08-09,2002-08-14,4,"2002-08-09,2002-08-12,2002-08-13,2002-08-14"
3181,2002-08-12,0.02282661391672209,2002-08-12,2002-08-15,4,"2002-08-12,2002-08-13,2002-08-14,2002-08-15"
3182,2002-08-13,0.02241053577680275,2002-08-13,2002-08-16,4,"2002-08-13,2002-08-14,2002-08-15,2002-08-16"
3183,2002-08-14,0.015347574878662906,2002-08-14,2002-08-19,4,"2002-08-14,2002-08-15,2002-08-16,2002-08-19"
3184,2002-08-15,0.014073380905360904,2002-08-15,2002-08-20,4,"2002-08-15,2002-08-16,2002-08-19,2002-08-20"
3185,2002-08-16,0.014219647226680367,2002-08-16,2002-08-21,4,"2002-08-16,2002-08-19,2002-08-20,2002-08-21"
3186,2002-08-19,0.013963709543055394,2002-08-19,2002-08-22,4,"2002-08-19,2002-08-20,2002-08-21,2002-08-22"
3187,2002-08-20,0.01615985302496195,2002-08-20,2002-08-23,4,"2002-08-20,2002-08-21,2002-08-22,2002-08-23"
3188,2002-08-21,0.014975463961929489,2002-08-21,2002-08-26,4,"2002-08-21,2002-08-22,2002-08-23,2002-08-26"
3189,2002-08-22,0.015040551416171897,2002-08-22,2002-08-27,4,"2002-08-22,2002-08-23,2002-08-26,2002-08-27"
3190,2002-08-23,0.011583136501217155,2002-08-23,2002-08-28,4,"2002-08-23,2002-08-26,2002-08-27,2002-08-28"
3191,2002-08-26,0.010332666203204454,2002-08-26,2002-08-29,4,"2002-08-26,2002-08-27,2002-08-28,2002-08-29"
3192,2002-08-27,0.0076831433096106435,2002-08-27,2002-08-30,4,"2002-08-27,2002-08-28,2002-08-29,2002-08-30"
3193,2002-08-28,0.016643566043219205,2002-08-28,2002-09-03,4,"2002-08-28,2002-08-29,2002-08-30,2002-09-03"
3194,2002-08-29,0.021603782697714187,2002-08-29,2002-09-04,4,"2002-08-29,2002-08-30,2002-09-03,2002-09-04"
3195,2002-08-30,0.02151798816292976,2002-08-30,2002-09-05,4,"2002-08-30,2002-09-03,2002-09-04,2002-09-05"
3196,2002-09-03,0.02467052093530202,2002-09-03,2002-09-06,4,"2002-09-03,2002-09-04,2002-09-05,2002-09-06"
3197,2002-09-04,0.013628962864930495,2002-09-04,2002-09-09,4,"2002-09-04,2002-09-05,2002-09-06,2002-09-09"
3198,2002-09-05,0.012339069093940967,2002-09-05,2002-09-10,4,"2002-09-05,2002-09-06,2002-09-09,2002-09-10"
3199,2002-09-06,0.006491197004224729,2002-09-06,2002-09-11,4,"2002-09-06,2002-09-09,2002-09-10,2002-09-11"
3200,2002-09-09,0.013723272184646904,2002-09-09,2002-09-12,4,"2002-09-09,2002-09-10,2002-09-11,2002-09-12"
3201,2002-09-10,0.012454733425606471,2002-09-10,2002-09-13,4,"2002-09-10,2002-09-11,2002-09-12,2002-09-13"
3202,2002-09-11,0.011343099862215267,2002-09-11,2002-09-16,4,"2002-09-11,2002-09-12,2002-09-13,2002-09-16"
3203,2002-09-12,0.012453801554761031,2002-09-12,2002-09-17,4,"2002-09-12,2002-09-13,2002-09-16,2002-09-17"
3204,2002-09-13,0.009041684926499748,2002-09-13,2002-09-18,4,"2002-09-13,2002-09-16,2002-09-17,2002-09-18"
3205,2002-09-16,0.012397385086499811,2002-09-16,2002-09-19,4,"2002-09-16,2002-09-17,2002-09-18,2002-09-19"
3206,2002-09-17,0.012699174749128959,2002-09-17,2002-09-20,4,"2002-09-17,2002-09-18,2002-09-19,2002-09-20"
3207,2002-09-18,0.012162918803579642,2002-09-18,2002-09-23,4,"2002-09-18,2002-09-19,2002-09-20,2002-09-23"
3208,2002-09-19,0.011595160389715987,2002-09-19,2002-09-24,4,"2002-09-19,2002-09-20,2002-09-23,2002-09-24"
3209,2002-09-20,0.016672176937312728,2002-09-20,2002-09-25,4,"2002-09-20,2002-09-23,2002-09-24,2002-09-25"
3210,2002-09-23,0.018742053477009423,2002-09-23,2002-09-26,4,"2002-09-23,2002-09-24,2002-09-25,2002-09-26"
3211,2002-09-24,0.023874820581680084,2002-09-24,2002-09-27,4,"2002-09-24,2002-09-25,2002-09-26,2002-09-27"
3212,2002-09-25,0.023460760382519385,2002-09-25,2002-09-30,4,"2002-09-25,2002-09-26,2002-09-27,2002-09-30"
3213,2002-09-26,0.028086255760016783,2002-09-26,2002-10-01,4,"2002-09-26,2002-09-27,2002-09-30,2002-10-01"
3214,2002-09-27,0.02759037387587795,2002-09-27,2002-10-02,4,"2002-09-27,2002-09-30,2002-10-01,2002-10-02"
3215,2002-09-30,0.023881873678501708,2002-09-30,2002-10-03,4,"2002-09-30,2002-10-01,2002-10-02,2002-10-03"
3216,2002-10-01,0.025195589905297796,2002-10-01,2002-10-04,4,"2002-10-01,2002-10-02,2002-10-03,2002-10-04"
3217,2002-10-02,0.004267513699039985,2002-10-02,2002-10-07,4,"2002-10-02,2002-10-03,2002-10-04,2002-10-07"
3218,2002-10-03,0.015464529922016291,2002-10-03,2002-10-08,4,"2002-10-03,2002-10-04,2002-10-07,2002-10-08"
3219,2002-10-04,0.01749514791129839,2002-10-04,2002-10-09,4,"2002-10-04,2002-10-07,2002-10-08,2002-10-09"
3220,2002-10-07,0.025546522243061216,2002-10-07,2002-10-10,4,"2002-10-07,2002-10-08,2002-10-09,2002-10-10"
3221,2002-10-08,0.02629606362217606,2002-10-08,2002-10-11,4,"2002-10-08,2002-10-09,2002-10-10,2002-10-11"
3222,2002-10-09,0.026531612407692647,2002-10-09,2002-10-14,4,"2002-10-09,2002-10-10,2002-10-11,2002-10-14"
3223,2002-10-10,0.015020496154926186,2002-10-10,2002-10-15,4,"2002-10-10,2002-10-11,2002-10-14,2002-10-15"
3224,2002-10-11,0.02824018168273801,2002-10-11,2002-10-16,4,"2002-10-11,2002-10-14,2002-10-15,2002-10-16"
3225,2002-10-14,0.025859376800263623,2002-10-14,2002-10-17,4,"2002-10-14,2002-10-15,2002-10-16,2002-10-17"
3226,2002-10-15,0.025947573598303686,2002-10-15,2002-10-18,4,"2002-10-15,2002-10-16,2002-10-17,2002-10-18"
3227,2002-10-16,0.018023234172007113,2002-10-16,2002-10-21,4,"2002-10-16,2002-10-17,2002-10-18,2002-10-21"
3228,2002-10-17,0.012657498503941714,2002-10-17,2002-10-22,4,"2002-10-17,2002-10-18,2002-10-21,2002-10-22"
3229,2002-10-18,0.009999217793967017,2002-10-18,2002-10-23,4,"2002-10-18,2002-10-21,2002-10-22,2002-10-23"
3230,2002-10-21,0.01312789972158807,2002-10-21,2002-10-24,4,"2002-10-21,2002-10-22,2002-10-23,2002-10-24"
3231,2002-10-22,0.013071503603571686,2002-10-22,2002-10-25,4,"2002-10-22,2002-10-23,2002-10-24,2002-10-25"
3232,2002-10-23,0.012647184045425348,2002-10-23,2002-10-28,4,"2002-10-23,2002-10-24,2002-10-25,2002-10-28"
3233,2002-10-24,0.012428123802207723,2002-10-24,2002-10-29,4,"2002-10-24,2002-10-25,2002-10-28,2002-10-29"
3234,2002-10-25,0.011367493158879995,2002-10-25,2002-10-30,4,"2002-10-25,2002-10-28,2002-10-29,2002-10-30"
3235,2002-10-28,0.007619308586242929,2002-10-28,2002-10-31,4,"2002-10-28,2002-10-29,2002-10-30,2002-10-31"
3236,2002-10-29,0.010776207796828596,2002-10-29,2002-11-01,4,"2002-10-29,2002-10-30,2002-10-31,2002-11-01"
3237,2002-10-30,0.00820224701770688,2002-10-30,2002-11-04,4,"2002-10-30,2002-10-31,2002-11-01,2002-11-04"
3238,2002-10-31,0.008106803779727516,2002-10-31,2002-11-05,4,"2002-10-31,2002-11-01,2002-11-04,2002-11-05"
3239,2002-11-01,0.0038413639024830336,2002-11-01,2002-11-06,4,"2002-11-01,2002-11-04,2002-11-05,2002-11-06"
3240,2002-11-04,0.013526991835105218,2002-11-04,2002-11-07,4,"2002-11-04,2002-11-05,2002-11-06,2002-11-07"
3241,2002-11-05,0.01311975393105408,2002-11-05,2002-11-08,4,"2002-11-05,2002-11-06,2002-11-07,2002-11-08"
3242,2002-11-06,0.012706336835255391,2002-11-06,2002-11-11,4,"2002-11-06,2002-11-07,2002-11-08,2002-11-11"
3243,2002-11-07,0.012148623362165581,2002-11-07,2002-11-12,4,"2002-11-07,2002-11-08,2002-11-11,2002-11-12"
3244,2002-11-08,0.010518316750678453,2002-11-08,2002-11-13,4,"2002-11-08,2002-11-11,2002-11-12,2002-11-13"
3245,2002-11-11,0.016319981300207488,2002-11-11,2002-11-14,4,"2002-11-11,2002-11-12,2002-11-13,2002-11-14"
3246,2002-11-12,0.00925959180534334,2002-11-12,2002-11-15,4,"2002-11-12,2002-11-13,2002-11-14,2002-11-15"
3247,2002-11-13,0.0127887285748577,2002-11-13,2002-11-18,4,"2002-11-13,2002-11-14,2002-11-15,2002-11-18"
3248,2002-11-14,0.01325021264174712,2002-11-14,2002-11-19,4,"2002-11-14,2002-11-15,2002-11-18,2002-11-19"
3249,2002-11-15,0.011272211098765542,2002-11-15,2002-11-20,4,"2002-11-15,2002-11-18,2002-11-19,2002-11-20"
3250,2002-11-18,0.014025672955870984,2002-11-18,2002-11-21,4,"2002-11-18,2002-11-19,2002-11-20,2002-11-21"
3251,2002-11-19,0.012104386935135329,2002-11-19,2002-11-22,4,"2002-11-19,2002-11-20,2002-11-21,2002-11-22"
3252,2002-11-20,0.010685291682486515,2002-11-20,2002-11-25,4,"2002-11-20,2002-11-21,2002-11-22,2002-11-25"
3253,2002-11-21,0.015147527358697324,2002-11-21,2002-11-26,4,"2002-11-21,2002-11-22,2002-11-25,2002-11-26"
3254,2002-11-22,0.01754758659185528,2002-11-22,2002-11-27,4,"2002-11-22,2002-11-25,2002-11-26,2002-11-27"
3255,2002-11-25,0.01750001455034565,2002-11-25,2002-11-29,4,"2002-11-25,2002-11-26,2002-11-27,2002-11-29"
3256,2002-11-26,0.017553349803119615,2002-11-26,2002-12-02,4,"2002-11-26,2002-11-27,2002-11-29,2002-12-02"
3257,2002-11-27,0.01575716169981998,2002-11-27,2002-12-03,4,"2002-11-27,2002-11-29,2002-12-02,2002-12-03"
3258,2002-11-29,0.0052484974966428245,2002-11-29,2002-12-04,4,"2002-11-29,2002-12-02,2002-12-03,2002-12-04"
3259,2002-12-02,0.005468758486508469,2002-12-02,2002-12-05,4,"2002-12-02,2002-12-03,2002-12-04,2002-12-05"
3260,2002-12-03,0.008211469518645213,2002-12-03,2002-12-06,4,"2002-12-03,2002-12-04,2002-12-05,2002-12-06"
3261,2002-12-04,0.010503710046734609,2002-12-04,2002-12-09,4,"2002-12-04,2002-12-05,2002-12-06,2002-12-09"
3262,2002-12-05,0.014331241272834453,2002-12-05,2002-12-10,4,"2002-12-05,2002-12-06,2002-12-09,2002-12-10"
3263,2002-12-06,0.013469354011951807,2002-12-06,2002-12-11,4,"2002-12-06,2002-12-09,2002-12-10,2002-12-11"
3264,2002-12-09,0.012927072236309366,2002-12-09,2002-12-12,4,"2002-12-09,2002-12-10,2002-12-11,2002-12-12"
3265,2002-12-10,0.009842043961544486,2002-12-10,2002-12-13,4,"2002-12-10,2002-12-11,2002-12-12,2002-12-13"
3266,2002-12-11,0.013560555375360885,2002-12-11,2002-12-16,4,"2002-12-11,2002-12-12,2002-12-13,2002-12-16"
3267,2002-12-12,0.014253894100308745,2002-12-12,2002-12-17,4,"2002-12-12,2002-12-13,2002-12-16,2002-12-17"
3268,2002-12-13,0.015338244843572742,2002-12-13,2002-12-18,4,"2002-12-13,2002-12-16,2002-12-17,2002-12-18"
3269,2002-12-16,0.014402479059131031,2002-12-16,2002-12-19,4,"2002-12-16,2002-12-17,2002-12-18,2002-12-19"
3270,2002-12-17,0.009951280963658379,2002-12-17,2002-12-20,4,"2002-12-17,2002-12-18,2002-12-19,2002-12-20"
3271,2002-12-18,0.009771118791288726,2002-12-18,2002-12-23,4,"2002-12-18,2002-12-19,2002-12-20,2002-12-23"
